"","row_id","drink","date_modified","id_drink","alcoholic","category","glass","ingredient_number","ingredient","measure","measure_vol_frc","measure_vol_dec","measure_vol_dsh","measure_unit","measure_new","measure_ml","measure_stdz","ingredient_and_others","original_ingredient"
"510",131,"Barracuda",2017-09-02 18:12:17,17209,"alcoholic","ordinary drink","margarita glass",4,"lime juice","1 dash","1",NA,NA,"dash",1,0.6,-0.0731584639822161,"lime juice","lime juice"
"511",131,"Barracuda",2017-09-02 18:12:17,17209,"alcoholic","ordinary drink","margarita glass",5,"prosecco","top up",NA,NA,NA,"top up",NA,NA,NA,"uncommon ingredient","prosecco"
"512",132,"Belgian Blue",2015-09-03 02:56:59,14071,"alcoholic","soft drink / soda","highball glass",1,"vodka","2 cl","2",NA,NA,"cl",2,20,-0.0585595658120971,"vodka","vodka"
"513",132,"Belgian Blue",2015-09-03 02:56:59,14071,"alcoholic","soft drink / soda","highball glass",2,"coconut liqueur","1 cl","1",NA,NA,"cl",1,10,-0.0731584639822161,"uncommon ingredient","coconut liqueur"
"514",132,"Belgian Blue",2015-09-03 02:56:59,14071,"alcoholic","soft drink / soda","highball glass",3,"blue curacao","1 cl","1",NA,NA,"cl",1,10,-0.0731584639822161,"blue curacao","blue curacao"
"515",132,"Belgian Blue",2015-09-03 02:56:59,14071,"alcoholic","soft drink / soda","highball glass",4,"sprite","fill with",NA,NA,NA,"fill with",NA,NA,NA,"uncommon ingredient","sprite"
"516",133,"Bellini",2017-09-02 16:52:23,17195,"alcoholic","ordinary drink","champagne flute",1,"champagne","6 oz","6",NA,NA,"oz",6,168,-0.000163973131620906,"champagne","champagne"
"517",133,"Bellini",2017-09-02 16:52:23,17195,"alcoholic","ordinary drink","champagne flute",2,"peach schnapps","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"peach schnapps","peach schnapps"
"518",134,"Bellini Martini",2017-09-02 22:56:19,16176,"alcoholic","ordinary drink","cocktail glass",1,"ice","8 cubes","8",NA,NA,"cubes",8,NA,0.0290338232086172,"ice","ice"
"519",134,"Bellini Martini",2017-09-02 22:56:19,16176,"alcoholic","ordinary drink","cocktail glass",2,"vodka","3 oz","3",NA,NA,"oz",3,84,-0.0439606676419781,"vodka","vodka"
"520",134,"Bellini Martini",2017-09-02 22:56:19,16176,"alcoholic","ordinary drink","cocktail glass",3,"peach nectar","1.5 oz","1",1.5,NA,"oz",1.5,42,-0.0658590148971566,"uncommon ingredient","peach nectar"
"521",134,"Bellini Martini",2017-09-02 22:56:19,16176,"alcoholic","ordinary drink","cocktail glass",4,"peach schnapps","1.5 oz","1",1.5,NA,"oz",1.5,42,-0.0658590148971566,"peach schnapps","peach schnapps"
"522",134,"Bellini Martini",2017-09-02 22:56:19,16176,"alcoholic","ordinary drink","cocktail glass",5,"lemon peel","1","1",NA,NA,NA,1,1,-0.0731584639822161,"lemon peel","lemon peel"
"523",135,"Bermuda Highball",2015-09-02 16:08:48,11084,"alcoholic","ordinary drink","highball glass",1,"brandy","3/4 oz","3/4",NA,NA,"oz",0.75,21,-0.0768081885247459,"brandy","brandy"
"524",135,"Bermuda Highball",2015-09-02 16:08:48,11084,"alcoholic","ordinary drink","highball glass",2,"gin","3/4 oz","3/4",NA,NA,"oz",0.75,21,-0.0768081885247459,"gin","gin"
"525",135,"Bermuda Highball",2015-09-02 16:08:48,11084,"alcoholic","ordinary drink","highball glass",3,"dry vermouth","3/4 oz","3/4",NA,NA,"oz",0.75,21,-0.0768081885247459,"dry vermouth","dry vermouth"
"526",135,"Bermuda Highball",2015-09-02 16:08:48,11084,"alcoholic","ordinary drink","highball glass",4,"carbonated water","",NA,NA,NA,NA,NA,NA,NA,"carbonated water","carbonated water"
"527",135,"Bermuda Highball",2015-09-02 16:08:48,11084,"alcoholic","ordinary drink","highball glass",5,"lemon peel","",NA,NA,NA,NA,NA,NA,NA,"lemon peel","lemon peel"
"528",136,"Berry Deadly",2016-04-28 19:17:57,12876,"alcoholic","punch / party drink","collins glass",1,"everclear","2 pint","2",NA,NA,"pint",2,946,-0.0585595658120971,"uncommon ingredient","everclear"
"529",136,"Berry Deadly",2016-04-28 19:17:57,12876,"alcoholic","punch / party drink","collins glass",2,"wine","1 bottle boone strawberry hill","1",NA,NA,"bottle boone strawberry hill",1,NA,-0.0731584639822161,"uncommon ingredient","wine"
"530",136,"Berry Deadly",2016-04-28 19:17:57,12876,"alcoholic","punch / party drink","collins glass",3,"orange juice","1/2 gal","1/2",NA,NA,"gal",0.5,NA,-0.0804579130672757,"orange juice","orange juice"
"531",136,"Berry Deadly",2016-04-28 19:17:57,12876,"alcoholic","punch / party drink","collins glass",4,"kool-aid","1 gal tropical berry","1",NA,NA,"gal tropical berry",1,NA,-0.0731584639822161,"uncommon ingredient","kool-aid"
"532",137,"Between The Sheets",2017-09-02 11:32:26,17184,"alcoholic","ordinary drink","cocktail glass",1,"brandy","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"brandy","brandy"
"533",137,"Between The Sheets",2017-09-02 11:32:26,17184,"alcoholic","ordinary drink","cocktail glass",2,"light rum","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"light rum","light rum"
"534",137,"Between The Sheets",2017-09-02 11:32:26,17184,"alcoholic","ordinary drink","cocktail glass",3,"triple sec","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"triple sec","triple sec"
"535",137,"Between The Sheets",2017-09-02 11:32:26,17184,"alcoholic","ordinary drink","cocktail glass",4,"lemon juice","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"lemon juice","lemon juice"
"536",138,"Bible Belt",2017-08-24 09:34:35,16986,"alcoholic","other/unknown","highball glass",1,"southern comfort","2 oz","2",NA,NA,"oz",2,56,-0.0585595658120971,"uncommon ingredient","southern comfort"
"537",138,"Bible Belt",2017-08-24 09:34:35,16986,"alcoholic","other/unknown","highball glass",2,"triple sec","1/2 oz","1/2",NA,NA,"oz",0.5,14,-0.0804579130672757,"triple sec","triple sec"
"538",138,"Bible Belt",2017-08-24 09:34:35,16986,"alcoholic","other/unknown","highball glass",3,"lime","2 wedges","2",NA,NA,"wedges",2,NA,-0.0585595658120971,"lime","lime"
"539",138,"Bible Belt",2017-08-24 09:34:35,16986,"alcoholic","other/unknown","highball glass",4,"sour mix","2 oz","2",NA,NA,"oz",2,56,-0.0585595658120971,"uncommon ingredient","sour mix"
"540",139,"Big Red",2015-09-03 03:41:56,13222,"alcoholic","shot","shot glass",1,"irish cream","1/2 oz","1/2",NA,NA,"oz",0.5,14,-0.0804579130672757,"uncommon ingredient","irish cream"
"541",139,"Big Red",2015-09-03 03:41:56,13222,"alcoholic","shot","shot glass",2,"goldschlager","1/2 oz","1/2",NA,NA,"oz",0.5,14,-0.0804579130672757,"uncommon ingredient","goldschlager"
"542",140,"Black & Tan",2016-02-03 14:50:17,13282,"alcoholic","beer","pint glass",1,"ale","1 part bass pale","1",NA,NA,"part bass pale",1,5,-0.0731584639822161,"uncommon ingredient","ale"
"543",140,"Black & Tan",2016-02-03 14:50:17,13282,"alcoholic","beer","pint glass",2,"guinness stout","1 part","1",NA,NA,"part",1,5,-0.0731584639822161,"uncommon ingredient","guinness stout"
"544",141,"Black Forest Shake",2016-09-01 10:01:45,15951,"alcoholic","milk / float / shake","collins glass",1,"ice","cubes",NA,NA,NA,"cubes",NA,NA,NA,"ice","ice"
"545",141,"Black Forest Shake",2016-09-01 10:01:45,15951,"alcoholic","milk / float / shake","collins glass",2,"chocolate syrup","",NA,NA,NA,NA,NA,NA,NA,"uncommon ingredient","chocolate syrup"
"546",141,"Black Forest Shake",2016-09-01 10:01:45,15951,"alcoholic","milk / float / shake","collins glass",3,"cherry brandy","",NA,NA,NA,NA,NA,NA,NA,"uncommon ingredient","cherry brandy"
"547",141,"Black Forest Shake",2016-09-01 10:01:45,15951,"alcoholic","milk / float / shake","collins glass",4,"vodka","",NA,NA,NA,NA,NA,NA,NA,"vodka","vodka"
"548",141,"Black Forest Shake",2016-09-01 10:01:45,15951,"alcoholic","milk / float / shake","collins glass",5,"milk","",NA,NA,NA,NA,NA,NA,NA,"milk","milk"
"549",142,"Black Russian",2017-09-02 16:54:49,11102,"alcoholic","ordinary drink","old-fashioned glass",1,"coffee liqueur","3/4 oz","3/4",NA,NA,"oz",0.75,21,-0.0768081885247459,"uncommon ingredient","coffee liqueur"
"550",142,"Black Russian",2017-09-02 16:54:49,11102,"alcoholic","ordinary drink","old-fashioned glass",2,"vodka","1 1/2 oz","1 1/2",NA,NA,"oz",1.5,42,-0.0658590148971566,"vodka","vodka"
"551",143,"Black and Brown",2016-08-31 19:41:39,16403,"alcoholic","beer","beer glass",1,"guinness stout","1/2","1/2",NA,NA,NA,0.5,0.5,-0.0804579130672757,"uncommon ingredient","guinness stout"
"552",143,"Black and Brown",2016-08-31 19:41:39,16403,"alcoholic","beer","beer glass",2,"root beer","1/2","1/2",NA,NA,NA,0.5,0.5,-0.0804579130672757,"uncommon ingredient","root beer"
"553",144,"Blackthorn",2015-09-02 16:57:10,11106,"alcoholic","ordinary drink","cocktail glass",1,"sweet vermouth","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"sweet vermouth","sweet vermouth"
"554",144,"Blackthorn",2015-09-02 16:57:10,11106,"alcoholic","ordinary drink","cocktail glass",2,"sloe gin","1 1/2 oz","1 1/2",NA,NA,"oz",1.5,42,-0.0658590148971566,"uncommon ingredient","sloe gin"
"555",144,"Blackthorn",2015-09-02 16:57:10,11106,"alcoholic","ordinary drink","cocktail glass",3,"lemon peel","1 twist of","1",NA,NA,"twist of",1,NA,-0.0731584639822161,"lemon peel","lemon peel"
"556",145,"Bleeding Surgeon",2016-09-01 09:38:38,16295,"alcoholic","soft drink / soda","collins glass",1,"dark rum","1 shot","1",NA,NA,"shot",1,30,-0.0731584639822161,"dark rum","dark rum"
"557",145,"Bleeding Surgeon",2016-09-01 09:38:38,16295,"alcoholic","soft drink / soda","collins glass",2,"orange","1 slice","1",NA,NA,"slice",1,NA,-0.0731584639822161,"orange","orange"
"558",145,"Bleeding Surgeon",2016-09-01 09:38:38,16295,"alcoholic","soft drink / soda","collins glass",3,"surge","1/2 glass","1/2",NA,NA,"glass",0.5,NA,-0.0804579130672757,"uncommon ingredient","surge"
"559",145,"Bleeding Surgeon",2016-09-01 09:38:38,16295,"alcoholic","soft drink / soda","collins glass",4,"cranberry juice","1/2 glass","1/2",NA,NA,"glass",0.5,NA,-0.0804579130672757,"cranberry juice","cranberry juice"
"560",146,"Blind Russian",2016-09-01 10:00:08,14356,"alcoholic","milk / float / shake","collins glass",1,"bailey's irish cream","3/4 oz","3/4",NA,NA,"oz",0.75,21,-0.0768081885247459,"bailey's irish cream","bailey's irish cream"
"561",146,"Blind Russian",2016-09-01 10:00:08,14356,"alcoholic","milk / float / shake","collins glass",2,"godiva liqueur","3/4 oz","3/4",NA,NA,"oz",0.75,21,-0.0768081885247459,"uncommon ingredient","godiva liqueur"
"562",146,"Blind Russian",2016-09-01 10:00:08,14356,"alcoholic","milk / float / shake","collins glass",3,"kahlua","3/4 oz","3/4",NA,NA,"oz",0.75,21,-0.0768081885247459,"kahlua","kahlua"
"563",146,"Blind Russian",2016-09-01 10:00:08,14356,"alcoholic","milk / float / shake","collins glass",4,"butterscotch schnapps","1/2 oz","1/2",NA,NA,"oz",0.5,14,-0.0804579130672757,"uncommon ingredient","butterscotch schnapps"
"564",146,"Blind Russian",2016-09-01 10:00:08,14356,"alcoholic","milk / float / shake","collins glass",5,"milk","to fill",NA,NA,NA,"to fill",NA,NA,NA,"milk","milk"
"565",147,"Bloody Maria",2017-09-02 22:57:41,11112,"alcoholic","ordinary drink","old-fashioned glass",1,"tequila","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"tequila","tequila"
"566",147,"Bloody Maria",2017-09-02 22:57:41,11112,"alcoholic","ordinary drink","old-fashioned glass",2,"tomato juice","2 oz","2",NA,NA,"oz",2,56,-0.0585595658120971,"uncommon ingredient","tomato juice"
"567",147,"Bloody Maria",2017-09-02 22:57:41,11112,"alcoholic","ordinary drink","old-fashioned glass",3,"lemon juice","1 dash","1",NA,NA,"dash",1,0.6,-0.0731584639822161,"lemon juice","lemon juice"
"568",147,"Bloody Maria",2017-09-02 22:57:41,11112,"alcoholic","ordinary drink","old-fashioned glass",4,"tabasco sauce","1 dash","1",NA,NA,"dash",1,0.6,-0.0731584639822161,"uncommon ingredient","tabasco sauce"
"569",147,"Bloody Maria",2017-09-02 22:57:41,11112,"alcoholic","ordinary drink","old-fashioned glass",5,"celery salt","1 dash","1",NA,NA,"dash",1,0.6,-0.0731584639822161,"uncommon ingredient","celery salt"
"570",147,"Bloody Maria",2017-09-02 22:57:41,11112,"alcoholic","ordinary drink","old-fashioned glass",6,"lemon","1 slice","1",NA,NA,"slice",1,NA,-0.0731584639822161,"lemon","lemon"
"571",148,"Bloody Mary",2015-08-18 15:09:14,11113,"alcoholic","ordinary drink","old-fashioned glass",1,"vodka","1 1/2 oz","1 1/2",NA,NA,"oz",1.5,42,-0.0658590148971566,"vodka","vodka"
"572",148,"Bloody Mary",2015-08-18 15:09:14,11113,"alcoholic","ordinary drink","old-fashioned glass",2,"tomato juice","3 oz","3",NA,NA,"oz",3,84,-0.0439606676419781,"uncommon ingredient","tomato juice"
"573",148,"Bloody Mary",2015-08-18 15:09:14,11113,"alcoholic","ordinary drink","old-fashioned glass",3,"lemon juice","1 dash","1",NA,NA,"dash",1,0.6,-0.0731584639822161,"lemon juice","lemon juice"
"574",148,"Bloody Mary",2015-08-18 15:09:14,11113,"alcoholic","ordinary drink","old-fashioned glass",4,"worcestershire sauce","1/2 tsp","1/2",NA,NA,"tsp",0.5,NA,-0.0804579130672757,"uncommon ingredient","worcestershire sauce"
"575",148,"Bloody Mary",2015-08-18 15:09:14,11113,"alcoholic","ordinary drink","old-fashioned glass",5,"tabasco sauce","2-3 drops","2",NA,"2-3","drops",2,NA,-0.0585595658120971,"uncommon ingredient","tabasco sauce"
"576",148,"Bloody Mary",2015-08-18 15:09:14,11113,"alcoholic","ordinary drink","old-fashioned glass",6,"lime","1 wedge","1",NA,NA,"wedge",1,NA,-0.0731584639822161,"lime","lime"
"577",149,"Blue Lagoon",2017-09-02 22:58:25,11117,"alcoholic","ordinary drink","highball glass",1,"vodka","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"vodka","vodka"
"578",149,"Blue Lagoon",2017-09-02 22:58:25,11117,"alcoholic","ordinary drink","highball glass",2,"blue curacao","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"blue curacao","blue curacao"
"579",149,"Blue Lagoon",2017-09-02 22:58:25,11117,"alcoholic","ordinary drink","highball glass",3,"lemonade","",NA,NA,NA,NA,NA,NA,NA,"uncommon ingredient","lemonade"
"580",149,"Blue Lagoon",2017-09-02 22:58:25,11117,"alcoholic","ordinary drink","highball glass",4,"cherry","",NA,NA,NA,NA,NA,NA,NA,"cherry","cherry"
"581",150,"Blue Margarita",2015-08-18 14:51:53,11118,"alcoholic","ordinary drink","cocktail glass",1,"tequila","1 1/2 oz","1 1/2",NA,NA,"oz",1.5,42,-0.0658590148971566,"tequila","tequila"
"582",150,"Blue Margarita",2015-08-18 14:51:53,11118,"alcoholic","ordinary drink","cocktail glass",2,"blue curacao","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"blue curacao","blue curacao"
"583",150,"Blue Margarita",2015-08-18 14:51:53,11118,"alcoholic","ordinary drink","cocktail glass",3,"lime juice","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"lime juice","lime juice"
"584",150,"Blue Margarita",2015-08-18 14:51:53,11118,"alcoholic","ordinary drink","cocktail glass",4,"salt","coarse",NA,NA,NA,"coarse",NA,NA,NA,"salt","salt"
"585",151,"Blue Mountain",2015-09-02 17:04:13,11119,"alcoholic","ordinary drink","old-fashioned glass",1,"añejo rum","1 1/2 oz","1 1/2",NA,NA,"oz",1.5,42,-0.0658590148971566,"uncommon ingredient","añejo rum"
"586",151,"Blue Mountain",2015-09-02 17:04:13,11119,"alcoholic","ordinary drink","old-fashioned glass",2,"tia maria","1/2 oz","1/2",NA,NA,"oz",0.5,14,-0.0804579130672757,"uncommon ingredient","tia maria"
"587",151,"Blue Mountain",2015-09-02 17:04:13,11119,"alcoholic","ordinary drink","old-fashioned glass",3,"vodka","1/2 oz","1/2",NA,NA,"oz",0.5,14,-0.0804579130672757,"vodka","vodka"
"588",151,"Blue Mountain",2015-09-02 17:04:13,11119,"alcoholic","ordinary drink","old-fashioned glass",4,"orange juice","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"orange juice","orange juice"
"589",151,"Blue Mountain",2015-09-02 17:04:13,11119,"alcoholic","ordinary drink","old-fashioned glass",5,"lemon juice","1 tsp","1",NA,NA,"tsp",1,NA,-0.0731584639822161,"lemon juice","lemon juice"
"590",152,"Bluebird",2015-09-02 17:06:11,11120,"alcoholic","ordinary drink","cocktail glass",1,"gin","1 1/2 oz","1 1/2",NA,NA,"oz",1.5,42,-0.0658590148971566,"gin","gin"
"591",152,"Bluebird",2015-09-02 17:06:11,11120,"alcoholic","ordinary drink","cocktail glass",2,"triple sec","1/2 oz","1/2",NA,NA,"oz",0.5,14,-0.0804579130672757,"triple sec","triple sec"
"592",152,"Bluebird",2015-09-02 17:06:11,11120,"alcoholic","ordinary drink","cocktail glass",3,"blue curacao","1/2 oz","1/2",NA,NA,"oz",0.5,14,-0.0804579130672757,"blue curacao","blue curacao"
"593",152,"Bluebird",2015-09-02 17:06:11,11120,"alcoholic","ordinary drink","cocktail glass",4,"bitters","2 dashes","2",NA,NA,"dashes",2,1.2,-0.0585595658120971,"bitters","bitters"
"594",152,"Bluebird",2015-09-02 17:06:11,11120,"alcoholic","ordinary drink","cocktail glass",5,"maraschino cherry","1","1",NA,NA,NA,1,1,-0.0731584639822161,"maraschino cherry","maraschino cherry"
"595",152,"Bluebird",2015-09-02 17:06:11,11120,"alcoholic","ordinary drink","cocktail glass",6,"lemon peel","1 twist of","1",NA,NA,"twist of",1,NA,-0.0731584639822161,"lemon peel","lemon peel"
"596",153,"Bob Marley",2016-10-22 13:51:04,13395,"alcoholic","shot","shot glass",1,"midori melon liqueur","1/2 oz","1/2",NA,NA,"oz",0.5,14,-0.0804579130672757,"uncommon ingredient","midori melon liqueur"
"597",153,"Bob Marley",2016-10-22 13:51:04,13395,"alcoholic","shot","shot glass",2,"jägermeister","1/2 oz","1/2",NA,NA,"oz",0.5,14,-0.0804579130672757,"uncommon ingredient","jägermeister"
"598",153,"Bob Marley",2016-10-22 13:51:04,13395,"alcoholic","shot","shot glass",3,"goldschlager","1/2 oz","1/2",NA,NA,"oz",0.5,14,-0.0804579130672757,"uncommon ingredient","goldschlager"
"599",154,"Bobby Burns Cocktail",2017-01-14 16:33:28,11121,"alcoholic","ordinary drink","cocktail glass",1,"sweet vermouth","1 1/2 oz","1 1/2",NA,NA,"oz",1.5,42,-0.0658590148971566,"sweet vermouth","sweet vermouth"
"600",154,"Bobby Burns Cocktail",2017-01-14 16:33:28,11121,"alcoholic","ordinary drink","cocktail glass",2,"scotch","1 1/2 oz","1 1/2",NA,NA,"oz",1.5,42,-0.0658590148971566,"scotch","scotch"
"601",154,"Bobby Burns Cocktail",2017-01-14 16:33:28,11121,"alcoholic","ordinary drink","cocktail glass",3,"benedictine","1 1/4 tsp","1 1/4",NA,NA,"tsp",1.25,NA,-0.0695087394396864,"uncommon ingredient","benedictine"
"602",154,"Bobby Burns Cocktail",2017-01-14 16:33:28,11121,"alcoholic","ordinary drink","cocktail glass",4,"lemon peel","1 twist of","1",NA,NA,"twist of",1,NA,-0.0731584639822161,"lemon peel","lemon peel"
"603",155,"Boomerang",2017-09-02 22:59:12,11124,"alcoholic","ordinary drink","cocktail glass",1,"gin","2 oz","2",NA,NA,"oz",2,56,-0.0585595658120971,"gin","gin"
"604",155,"Boomerang",2017-09-02 22:59:12,11124,"alcoholic","ordinary drink","cocktail glass",2,"dry vermouth","1/2 oz","1/2",NA,NA,"oz",0.5,14,-0.0804579130672757,"dry vermouth","dry vermouth"
"605",155,"Boomerang",2017-09-02 22:59:12,11124,"alcoholic","ordinary drink","cocktail glass",3,"bitters","2 dashes","2",NA,NA,"dashes",2,1.2,-0.0585595658120971,"bitters","bitters"
"606",155,"Boomerang",2017-09-02 22:59:12,11124,"alcoholic","ordinary drink","cocktail glass",4,"maraschino liqueur","1/2 tsp","1/2",NA,NA,"tsp",0.5,NA,-0.0804579130672757,"uncommon ingredient","maraschino liqueur"
"607",155,"Boomerang",2017-09-02 22:59:12,11124,"alcoholic","ordinary drink","cocktail glass",5,"maraschino cherry","1","1",NA,NA,NA,1,1,-0.0731584639822161,"maraschino cherry","maraschino cherry"
"608",156,"Boozy Snickers Milkshake",2017-09-07 12:36:04,17221,"alcoholic","milk / float / shake","mason jar",1,"vanilla ice-cream","3 cups","3",NA,NA,"cups",3,750,-0.0439606676419781,"uncommon ingredient","vanilla ice-cream"
"609",156,"Boozy Snickers Milkshake",2017-09-07 12:36:04,17221,"alcoholic","milk / float / shake","mason jar",2,"milk","1 cup","1",NA,NA,"cup",1,250,-0.0731584639822161,"milk","milk"
"610",156,"Boozy Snickers Milkshake",2017-09-07 12:36:04,17221,"alcoholic","milk / float / shake","mason jar",3,"godiva liqueur","1/2 cup","1/2",NA,NA,"cup",0.5,125,-0.0804579130672757,"uncommon ingredient","godiva liqueur"
"611",156,"Boozy Snickers Milkshake",2017-09-07 12:36:04,17221,"alcoholic","milk / float / shake","mason jar",4,"whipped cream","for topping",NA,NA,NA,"for topping",NA,NA,NA,"uncommon ingredient","whipped cream"
"612",156,"Boozy Snickers Milkshake",2017-09-07 12:36:04,17221,"alcoholic","milk / float / shake","mason jar",5,"caramel sauce","4 tablespoons","4",NA,NA,"tablespoons",4,NA,-0.029361769471859,"uncommon ingredient","caramel sauce"
"613",156,"Boozy Snickers Milkshake",2017-09-07 12:36:04,17221,"alcoholic","milk / float / shake","mason jar",6,"chocolate sauce","4 tablespoons","4",NA,NA,"tablespoons",4,NA,-0.029361769471859,"uncommon ingredient","chocolate sauce"
"614",156,"Boozy Snickers Milkshake",2017-09-07 12:36:04,17221,"alcoholic","milk / float / shake","mason jar",7,"mini-snickers bars","15","15",NA,NA,NA,15,15,0.131226110399451,"uncommon ingredient","mini-snickers bars"
"615",157,"Bora Bora",2016-09-06 23:43:31,12572,"non alcoholic","cocktail","highball glass",1,"pineapple juice","10 cl","10",NA,NA,"cl",10,100,0.0582316195488553,"pineapple juice","pineapple juice"
"616",157,"Bora Bora",2016-09-06 23:43:31,12572,"non alcoholic","cocktail","highball glass",2,"passion fruit juice","6 cl","6",NA,NA,"cl",6,60,-0.000163973131620906,"uncommon ingredient","passion fruit juice"
"617",157,"Bora Bora",2016-09-06 23:43:31,12572,"non alcoholic","cocktail","highball glass",3,"lemon juice","1 cl","1",NA,NA,"cl",1,10,-0.0731584639822161,"lemon juice","lemon juice"
"618",157,"Bora Bora",2016-09-06 23:43:31,12572,"non alcoholic","cocktail","highball glass",4,"grenadine","1 cl","1",NA,NA,"cl",1,10,-0.0731584639822161,"grenadine","grenadine"
"619",158,"Boston Sidecar",2017-09-02 16:26:02,11128,"alcoholic","ordinary drink","cocktail glass",1,"light rum","3/4 oz","3/4",NA,NA,"oz",0.75,21,-0.0768081885247459,"light rum","light rum"
"620",158,"Boston Sidecar",2017-09-02 16:26:02,11128,"alcoholic","ordinary drink","cocktail glass",2,"brandy","3/4 oz","3/4",NA,NA,"oz",0.75,21,-0.0768081885247459,"brandy","brandy"
"621",158,"Boston Sidecar",2017-09-02 16:26:02,11128,"alcoholic","ordinary drink","cocktail glass",3,"triple sec","3/4 oz","3/4",NA,NA,"oz",0.75,21,-0.0768081885247459,"triple sec","triple sec"
"622",158,"Boston Sidecar",2017-09-02 16:26:02,11128,"alcoholic","ordinary drink","cocktail glass",4,"lime","juice of 1/2",NA,NA,NA,"juice of",NA,NA,NA,"lime","lime"
"623",159,"Boston Sour",2017-09-02 16:28:20,11129,"alcoholic","ordinary drink","whiskey sour glass",1,"blended whiskey","2 oz","2",NA,NA,"oz",2,56,-0.0585595658120971,"uncommon ingredient","blended whiskey"
"624",159,"Boston Sour",2017-09-02 16:28:20,11129,"alcoholic","ordinary drink","whiskey sour glass",2,"lemon","juice of 1/2",NA,NA,NA,"juice of",NA,NA,NA,"lemon","lemon"
"625",159,"Boston Sour",2017-09-02 16:28:20,11129,"alcoholic","ordinary drink","whiskey sour glass",3,"powdered sugar","1 tsp","1",NA,NA,"tsp",1,NA,-0.0731584639822161,"powdered sugar","powdered sugar"
"626",159,"Boston Sour",2017-09-02 16:28:20,11129,"alcoholic","ordinary drink","whiskey sour glass",4,"egg white","1","1",NA,NA,NA,1,1,-0.0731584639822161,"egg white","egg white"
"627",159,"Boston Sour",2017-09-02 16:28:20,11129,"alcoholic","ordinary drink","whiskey sour glass",5,"lemon","1 slice","1",NA,NA,"slice",1,NA,-0.0731584639822161,"lemon","lemon"
"628",159,"Boston Sour",2017-09-02 16:28:20,11129,"alcoholic","ordinary drink","whiskey sour glass",6,"cherry","1","1",NA,NA,NA,1,1,-0.0731584639822161,"cherry","cherry"
"629",160,"Bourbon Sling",2017-09-02 16:31:00,11146,"alcoholic","ordinary drink","highball glass",1,"sugar","1 tsp superfine","1",NA,NA,"tsp superfine",1,NA,-0.0731584639822161,"sugar","sugar"
"630",160,"Bourbon Sling",2017-09-02 16:31:00,11146,"alcoholic","ordinary drink","highball glass",2,"water","2 tsp","2",NA,NA,"tsp",2,NA,-0.0585595658120971,"water","water"
"631",160,"Bourbon Sling",2017-09-02 16:31:00,11146,"alcoholic","ordinary drink","highball glass",3,"lemon juice","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"lemon juice","lemon juice"
"632",160,"Bourbon Sling",2017-09-02 16:31:00,11146,"alcoholic","ordinary drink","highball glass",4,"bourbon","2 oz","2",NA,NA,"oz",2,56,-0.0585595658120971,"bourbon","bourbon"
"633",160,"Bourbon Sling",2017-09-02 16:31:00,11146,"alcoholic","ordinary drink","highball glass",5,"lemon peel","1 twist of","1",NA,NA,"twist of",1,NA,-0.0731584639822161,"lemon peel","lemon peel"
"634",161,"Bourbon Sour",2017-09-02 16:31:58,11147,"alcoholic","ordinary drink","whiskey sour glass",1,"bourbon","2 oz","2",NA,NA,"oz",2,56,-0.0585595658120971,"bourbon","bourbon"
"635",161,"Bourbon Sour",2017-09-02 16:31:58,11147,"alcoholic","ordinary drink","whiskey sour glass",2,"lemon juice","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"lemon juice","lemon juice"
"636",161,"Bourbon Sour",2017-09-02 16:31:58,11147,"alcoholic","ordinary drink","whiskey sour glass",3,"sugar","1/2 tsp superfine","1/2",NA,NA,"tsp superfine",0.5,NA,-0.0804579130672757,"sugar","sugar"
"637",161,"Bourbon Sour",2017-09-02 16:31:58,11147,"alcoholic","ordinary drink","whiskey sour glass",4,"orange","1","1",NA,NA,NA,1,1,-0.0731584639822161,"orange","orange"
"638",161,"Bourbon Sour",2017-09-02 16:31:58,11147,"alcoholic","ordinary drink","whiskey sour glass",5,"maraschino cherry","1","1",NA,NA,NA,1,1,-0.0731584639822161,"maraschino cherry","maraschino cherry"
"639",162,"Boxcar",2017-09-02 16:32:57,11149,"alcoholic","ordinary drink","whiskey sour glass",1,"gin","1 1/2 oz","1 1/2",NA,NA,"oz",1.5,42,-0.0658590148971566,"gin","gin"
"640",162,"Boxcar",2017-09-02 16:32:57,11149,"alcoholic","ordinary drink","whiskey sour glass",2,"triple sec","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"triple sec","triple sec"
