"","row_id","drink","date_modified","id_drink","alcoholic","category","glass","ingredient_number","ingredient","measure","measure_vol_frc","measure_vol_dec","measure_vol_dsh","measure_unit","measure_new","measure_ml","measure_stdz","ingredient_and_others","original_ingredient"
"1042",262,"Gin And Tonic",2016-08-28 18:37:11,11403,"alcoholic","ordinary drink","highball glass",3,"lime","1","1",NA,NA,NA,1,1,-0.0731584639822161,"lime","lime"
"1043",263,"Gin Cooler",2016-11-10 23:21:49,11407,"alcoholic","ordinary drink","collins glass",1,"gin","2 oz","2",NA,NA,"oz",2,56,-0.0585595658120971,"gin","gin"
"1044",263,"Gin Cooler",2016-11-10 23:21:49,11407,"alcoholic","ordinary drink","collins glass",2,"carbonated water","",NA,NA,NA,NA,NA,NA,NA,"carbonated water","carbonated water"
"1045",263,"Gin Cooler",2016-11-10 23:21:49,11407,"alcoholic","ordinary drink","collins glass",3,"powdered sugar","",NA,NA,NA,NA,NA,NA,NA,"powdered sugar","powdered sugar"
"1046",263,"Gin Cooler",2016-11-10 23:21:49,11407,"alcoholic","ordinary drink","collins glass",4,"orange spiral","",NA,NA,NA,NA,NA,NA,NA,"uncommon ingredient","orange spiral"
"1047",263,"Gin Cooler",2016-11-10 23:21:49,11407,"alcoholic","ordinary drink","collins glass",5,"lemon peel","",NA,NA,NA,NA,NA,NA,NA,"lemon peel","lemon peel"
"1048",264,"Gin Daisy",2016-11-10 23:19:04,11408,"alcoholic","ordinary drink","old-fashioned glass",1,"gin","2 oz","2",NA,NA,"oz",2,56,-0.0585595658120971,"gin","gin"
"1049",264,"Gin Daisy",2016-11-10 23:19:04,11408,"alcoholic","ordinary drink","old-fashioned glass",2,"lemon juice","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"lemon juice","lemon juice"
"1050",264,"Gin Daisy",2016-11-10 23:19:04,11408,"alcoholic","ordinary drink","old-fashioned glass",3,"sugar","1/2 tsp superfine","1/2",NA,NA,"tsp superfine",0.5,NA,-0.0804579130672757,"sugar","sugar"
"1051",264,"Gin Daisy",2016-11-10 23:19:04,11408,"alcoholic","ordinary drink","old-fashioned glass",4,"grenadine","1/2 tsp","1/2",NA,NA,"tsp",0.5,NA,-0.0804579130672757,"grenadine","grenadine"
"1052",264,"Gin Daisy",2016-11-10 23:19:04,11408,"alcoholic","ordinary drink","old-fashioned glass",5,"maraschino cherry","1","1",NA,NA,NA,1,1,-0.0731584639822161,"maraschino cherry","maraschino cherry"
"1053",264,"Gin Daisy",2016-11-10 23:19:04,11408,"alcoholic","ordinary drink","old-fashioned glass",6,"orange","1","1",NA,NA,NA,1,1,-0.0731584639822161,"orange","orange"
"1054",265,"Gin Fizz",2017-09-02 12:29:32,11410,"alcoholic","ordinary drink","highball glass",1,"gin","2 oz","2",NA,NA,"oz",2,56,-0.0585595658120971,"gin","gin"
"1055",265,"Gin Fizz",2017-09-02 12:29:32,11410,"alcoholic","ordinary drink","highball glass",2,"lemon","juice of 1/2",NA,NA,NA,"juice of",NA,NA,NA,"lemon","lemon"
"1056",265,"Gin Fizz",2017-09-02 12:29:32,11410,"alcoholic","ordinary drink","highball glass",3,"powdered sugar","1 tsp","1",NA,NA,"tsp",1,NA,-0.0731584639822161,"powdered sugar","powdered sugar"
"1057",266,"Gin Rickey",2017-09-08 16:19:05,17230,"alcoholic","cocktail","highball glass",1,"gin","2 oz","2",NA,NA,"oz",2,56,-0.0585595658120971,"gin","gin"
"1058",266,"Gin Rickey",2017-09-08 16:19:05,17230,"alcoholic","cocktail","highball glass",2,"grenadine","1 tsp","1",NA,NA,"tsp",1,NA,-0.0731584639822161,"grenadine","grenadine"
"1059",266,"Gin Rickey",2017-09-08 16:19:05,17230,"alcoholic","cocktail","highball glass",3,"lemon","juice of 1/2",NA,NA,NA,"juice of",NA,NA,NA,"lemon","lemon"
"1060",266,"Gin Rickey",2017-09-08 16:19:05,17230,"alcoholic","cocktail","highball glass",4,"soda water","top up with",NA,NA,NA,"top up with",NA,NA,NA,"soda water","soda water"
"1061",266,"Gin Rickey",2017-09-08 16:19:05,17230,"alcoholic","cocktail","highball glass",5,"lime","garnish",NA,NA,NA,"garnish",NA,NA,NA,"lime","lime"
"1062",267,"Gin Sling",2017-09-08 16:10:40,11415,"alcoholic","ordinary drink","old-fashioned glass",1,"gin","2 oz","2",NA,NA,"oz",2,56,-0.0585595658120971,"gin","gin"
"1063",267,"Gin Sling",2017-09-08 16:10:40,11415,"alcoholic","ordinary drink","old-fashioned glass",2,"lemon","juice of 1/2",NA,NA,NA,"juice of",NA,NA,NA,"lemon","lemon"
"1064",267,"Gin Sling",2017-09-08 16:10:40,11415,"alcoholic","ordinary drink","old-fashioned glass",3,"powdered sugar","1 tsp","1",NA,NA,"tsp",1,NA,-0.0731584639822161,"powdered sugar","powdered sugar"
"1065",267,"Gin Sling",2017-09-08 16:10:40,11415,"alcoholic","ordinary drink","old-fashioned glass",4,"water","1 tsp","1",NA,NA,"tsp",1,NA,-0.0731584639822161,"water","water"
"1066",267,"Gin Sling",2017-09-08 16:10:40,11415,"alcoholic","ordinary drink","old-fashioned glass",5,"orange peel","twist of",NA,NA,NA,"twist of",NA,NA,NA,"uncommon ingredient","orange peel"
"1067",268,"Gin Smash",2017-09-08 16:14:16,11416,"alcoholic","ordinary drink","old-fashioned glass",1,"gin","2 oz","2",NA,NA,"oz",2,56,-0.0585595658120971,"gin","gin"
"1068",268,"Gin Smash",2017-09-08 16:14:16,11416,"alcoholic","ordinary drink","old-fashioned glass",2,"carbonated water","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"carbonated water","carbonated water"
"1069",268,"Gin Smash",2017-09-08 16:14:16,11416,"alcoholic","ordinary drink","old-fashioned glass",3,"sugar","1 cube","1",NA,NA,"cube",1,NA,-0.0731584639822161,"sugar","sugar"
"1070",268,"Gin Smash",2017-09-08 16:14:16,11416,"alcoholic","ordinary drink","old-fashioned glass",4,"mint","4","4",NA,NA,NA,4,4,-0.029361769471859,"uncommon ingredient","mint"
"1071",268,"Gin Smash",2017-09-08 16:14:16,11416,"alcoholic","ordinary drink","old-fashioned glass",5,"orange","1 slice","1",NA,NA,"slice",1,NA,-0.0731584639822161,"orange","orange"
"1072",268,"Gin Smash",2017-09-08 16:14:16,11416,"alcoholic","ordinary drink","old-fashioned glass",6,"cherry","1","1",NA,NA,NA,1,1,-0.0731584639822161,"cherry","cherry"
"1073",269,"Gin Sour",2017-09-08 16:12:03,11417,"alcoholic","ordinary drink","whiskey sour glass",1,"gin","2 oz","2",NA,NA,"oz",2,56,-0.0585595658120971,"gin","gin"
"1074",269,"Gin Sour",2017-09-08 16:12:03,11417,"alcoholic","ordinary drink","whiskey sour glass",2,"lemon juice","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"lemon juice","lemon juice"
"1075",269,"Gin Sour",2017-09-08 16:12:03,11417,"alcoholic","ordinary drink","whiskey sour glass",3,"sugar","1/2 tsp superfine","1/2",NA,NA,"tsp superfine",0.5,NA,-0.0804579130672757,"sugar","sugar"
"1076",269,"Gin Sour",2017-09-08 16:12:03,11417,"alcoholic","ordinary drink","whiskey sour glass",4,"orange","1","1",NA,NA,NA,1,1,-0.0731584639822161,"orange","orange"
"1077",269,"Gin Sour",2017-09-08 16:12:03,11417,"alcoholic","ordinary drink","whiskey sour glass",5,"maraschino cherry","1","1",NA,NA,NA,1,1,-0.0731584639822161,"maraschino cherry","maraschino cherry"
"1078",270,"Gin Squirt",2017-09-08 16:15:02,11418,"alcoholic","ordinary drink","highball glass",1,"gin","1 1/2 oz","1 1/2",NA,NA,"oz",1.5,42,-0.0658590148971566,"gin","gin"
"1079",270,"Gin Squirt",2017-09-08 16:15:02,11418,"alcoholic","ordinary drink","highball glass",2,"grenadine","1 tsp","1",NA,NA,"tsp",1,NA,-0.0731584639822161,"grenadine","grenadine"
"1080",270,"Gin Squirt",2017-09-08 16:15:02,11418,"alcoholic","ordinary drink","highball glass",3,"powdered sugar","1 tblsp","1",NA,NA,"tblsp",1,NA,-0.0731584639822161,"powdered sugar","powdered sugar"
"1081",270,"Gin Squirt",2017-09-08 16:15:02,11418,"alcoholic","ordinary drink","highball glass",4,"pineapple","3 chunks","3",NA,NA,"chunks",3,NA,-0.0439606676419781,"uncommon ingredient","pineapple"
"1082",270,"Gin Squirt",2017-09-08 16:15:02,11418,"alcoholic","ordinary drink","highball glass",5,"strawberries","2","2",NA,NA,NA,2,2,-0.0585595658120971,"uncommon ingredient","strawberries"
"1083",270,"Gin Squirt",2017-09-08 16:15:02,11418,"alcoholic","ordinary drink","highball glass",6,"carbonated water","",NA,NA,NA,NA,NA,NA,NA,"carbonated water","carbonated water"
"1084",271,"Gin Swizzle",2017-09-08 16:20:26,11419,"alcoholic","ordinary drink","highball glass",1,"lime juice","1 1/2 oz","1 1/2",NA,NA,"oz",1.5,42,-0.0658590148971566,"lime juice","lime juice"
"1085",271,"Gin Swizzle",2017-09-08 16:20:26,11419,"alcoholic","ordinary drink","highball glass",2,"sugar","1 tsp superfine","1",NA,NA,"tsp superfine",1,NA,-0.0731584639822161,"sugar","sugar"
"1086",271,"Gin Swizzle",2017-09-08 16:20:26,11419,"alcoholic","ordinary drink","highball glass",3,"gin","2 oz","2",NA,NA,"oz",2,56,-0.0585595658120971,"gin","gin"
"1087",271,"Gin Swizzle",2017-09-08 16:20:26,11419,"alcoholic","ordinary drink","highball glass",4,"bitters","1 dash","1",NA,NA,"dash",1,0.6,-0.0731584639822161,"bitters","bitters"
"1088",271,"Gin Swizzle",2017-09-08 16:20:26,11419,"alcoholic","ordinary drink","highball glass",5,"club soda","3 oz","3",NA,NA,"oz",3,84,-0.0439606676419781,"club soda","club soda"
"1089",272,"Gin Toddy",2017-09-07 22:45:24,11420,"alcoholic","ordinary drink","old-fashioned glass",1,"gin","2 oz","2",NA,NA,"oz",2,56,-0.0585595658120971,"gin","gin"
"1090",272,"Gin Toddy",2017-09-07 22:45:24,11420,"alcoholic","ordinary drink","old-fashioned glass",2,"water","2 tsp","2",NA,NA,"tsp",2,NA,-0.0585595658120971,"water","water"
"1091",272,"Gin Toddy",2017-09-07 22:45:24,11420,"alcoholic","ordinary drink","old-fashioned glass",3,"powdered sugar","1/2 tsp","1/2",NA,NA,"tsp",0.5,NA,-0.0804579130672757,"powdered sugar","powdered sugar"
"1092",272,"Gin Toddy",2017-09-07 22:45:24,11420,"alcoholic","ordinary drink","old-fashioned glass",4,"lemon peel","1 twist of","1",NA,NA,"twist of",1,NA,-0.0731584639822161,"lemon peel","lemon peel"
"1093",273,"Girl From Ipanema",2016-07-21 09:43:53,17175,"alcoholic","ordinary drink","wine glass",1,"cachaca","25 ml","25",NA,NA,"ml",25,25,0.277215092100641,"uncommon ingredient","cachaca"
"1094",273,"Girl From Ipanema",2016-07-21 09:43:53,17175,"alcoholic","ordinary drink","wine glass",2,"lemon juice","15 ml","15",NA,NA,"ml",15,15,0.131226110399451,"lemon juice","lemon juice"
"1095",273,"Girl From Ipanema",2016-07-21 09:43:53,17175,"alcoholic","ordinary drink","wine glass",3,"agave syrup","10 ml","10",NA,NA,"ml",10,10,0.0582316195488553,"uncommon ingredient","agave syrup"
"1096",273,"Girl From Ipanema",2016-07-21 09:43:53,17175,"alcoholic","ordinary drink","wine glass",4,"champagne","top up with",NA,NA,NA,"top up with",NA,NA,NA,"champagne","champagne"
"1097",274,"Gluehwein",2016-07-18 21:56:58,12944,"optional alcohol","punch / party drink","coffee mug",1,"red wine","1 l","1",NA,NA,"l",1,1000,-0.0731584639822161,"red wine","red wine"
"1098",274,"Gluehwein",2016-07-18 21:56:58,12944,"optional alcohol","punch / party drink","coffee mug",2,"water","125 ml","125",NA,NA,"ml",125,125,1.73710490911255,"water","water"
"1099",274,"Gluehwein",2016-07-18 21:56:58,12944,"optional alcohol","punch / party drink","coffee mug",3,"sugar","60 gr","60",NA,NA,"gr",60,NA,0.788176528054808,"sugar","sugar"
"1100",274,"Gluehwein",2016-07-18 21:56:58,12944,"optional alcohol","punch / party drink","coffee mug",4,"cinnamon","1","1",NA,NA,NA,1,1,-0.0731584639822161,"uncommon ingredient","cinnamon"
"1101",274,"Gluehwein",2016-07-18 21:56:58,12944,"optional alcohol","punch / party drink","coffee mug",5,"cloves","3","3",NA,NA,NA,3,3,-0.0439606676419781,"uncommon ingredient","cloves"
"1102",274,"Gluehwein",2016-07-18 21:56:58,12944,"optional alcohol","punch / party drink","coffee mug",6,"lemon peel","1 tblsp","1",NA,NA,"tblsp",1,NA,-0.0731584639822161,"lemon peel","lemon peel"
"1103",275,"Godchild",2017-09-07 22:47:09,11422,"alcoholic","ordinary drink","champagne flute",1,"vodka","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"vodka","vodka"
"1104",275,"Godchild",2017-09-07 22:47:09,11422,"alcoholic","ordinary drink","champagne flute",2,"amaretto","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"amaretto","amaretto"
"1105",275,"Godchild",2017-09-07 22:47:09,11422,"alcoholic","ordinary drink","champagne flute",3,"heavy cream","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"uncommon ingredient","heavy cream"
"1106",276,"Godfather",2017-09-02 17:15:28,11423,"alcoholic","ordinary drink","old-fashioned glass",1,"scotch","1 1/2 oz","1 1/2",NA,NA,"oz",1.5,42,-0.0658590148971566,"scotch","scotch"
"1107",276,"Godfather",2017-09-02 17:15:28,11423,"alcoholic","ordinary drink","old-fashioned glass",2,"amaretto","3/4 oz","3/4",NA,NA,"oz",0.75,21,-0.0768081885247459,"amaretto","amaretto"
"1108",277,"Godmother",2017-09-02 17:16:24,11424,"alcoholic","ordinary drink","old-fashioned glass",1,"vodka","1 1/2 oz","1 1/2",NA,NA,"oz",1.5,42,-0.0658590148971566,"vodka","vodka"
"1109",277,"Godmother",2017-09-02 17:16:24,11424,"alcoholic","ordinary drink","old-fashioned glass",2,"amaretto","3/4 oz","3/4",NA,NA,"oz",0.75,21,-0.0768081885247459,"amaretto","amaretto"
"1110",278,"Golden dream",2017-09-02 17:23:45,17199,"alcoholic","ordinary drink","cocktail glass",1,"galliano","2 parts","2",NA,NA,"parts",2,10,-0.0585595658120971,"uncommon ingredient","galliano"
"1111",278,"Golden dream",2017-09-02 17:23:45,17199,"alcoholic","ordinary drink","cocktail glass",2,"triple sec","2 parts","2",NA,NA,"parts",2,10,-0.0585595658120971,"triple sec","triple sec"
"1112",278,"Golden dream",2017-09-02 17:23:45,17199,"alcoholic","ordinary drink","cocktail glass",3,"orange juice","2 parts","2",NA,NA,"parts",2,10,-0.0585595658120971,"orange juice","orange juice"
"1113",278,"Golden dream",2017-09-02 17:23:45,17199,"alcoholic","ordinary drink","cocktail glass",4,"cream","1 part","1",NA,NA,"part",1,5,-0.0731584639822161,"uncommon ingredient","cream"
"1114",279,"Grand Blue",2016-09-01 21:29:09,15427,"alcoholic","ordinary drink","old-fashioned glass",1,"malibu rum","1 1/2 cl","1 1/2",NA,NA,"cl",1.5,15,-0.0658590148971566,"uncommon ingredient","malibu rum"
"1115",279,"Grand Blue",2016-09-01 21:29:09,15427,"alcoholic","ordinary drink","old-fashioned glass",2,"peach schnapps","1 1/2 cl","1 1/2",NA,NA,"cl",1.5,15,-0.0658590148971566,"peach schnapps","peach schnapps"
"1116",279,"Grand Blue",2016-09-01 21:29:09,15427,"alcoholic","ordinary drink","old-fashioned glass",3,"blue curacao","1 1/2 cl","1 1/2",NA,NA,"cl",1.5,15,-0.0658590148971566,"blue curacao","blue curacao"
"1117",279,"Grand Blue",2016-09-01 21:29:09,15427,"alcoholic","ordinary drink","old-fashioned glass",4,"sweet and sour","3 cl","3",NA,NA,"cl",3,30,-0.0439606676419781,"sweet and sour","sweet and sour"
"1118",280,"Grape lemon pineapple Smoothie",2017-02-20 15:13:03,12712,"non alcoholic","other/unknown","highball glass",1,"grapes","1 cup","1",NA,NA,"cup",1,250,-0.0731584639822161,"uncommon ingredient","grapes"
"1119",280,"Grape lemon pineapple Smoothie",2017-02-20 15:13:03,12712,"non alcoholic","other/unknown","highball glass",2,"lemon","1/4","1/4",NA,NA,NA,0.25,0.25,-0.0841076376098054,"lemon","lemon"
"1120",280,"Grape lemon pineapple Smoothie",2017-02-20 15:13:03,12712,"non alcoholic","other/unknown","highball glass",3,"pineapple","1/2","1/2",NA,NA,NA,0.5,0.5,-0.0804579130672757,"uncommon ingredient","pineapple"
"1121",281,"Grass Skirt",2016-09-14 23:19:46,11433,"alcoholic","ordinary drink","old-fashioned glass",1,"gin","1 1/2 oz","1 1/2",NA,NA,"oz",1.5,42,-0.0658590148971566,"gin","gin"
"1122",281,"Grass Skirt",2016-09-14 23:19:46,11433,"alcoholic","ordinary drink","old-fashioned glass",2,"triple sec","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"triple sec","triple sec"
"1123",281,"Grass Skirt",2016-09-14 23:19:46,11433,"alcoholic","ordinary drink","old-fashioned glass",3,"pineapple juice","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"pineapple juice","pineapple juice"
"1124",281,"Grass Skirt",2016-09-14 23:19:46,11433,"alcoholic","ordinary drink","old-fashioned glass",4,"grenadine","1/2 tsp","1/2",NA,NA,"tsp",0.5,NA,-0.0804579130672757,"grenadine","grenadine"
"1125",281,"Grass Skirt",2016-09-14 23:19:46,11433,"alcoholic","ordinary drink","old-fashioned glass",5,"pineapple","1","1",NA,NA,NA,1,1,-0.0731584639822161,"uncommon ingredient","pineapple"
"1126",282,"Grasshopper",2017-09-02 17:26:53,17200,"alcoholic","ordinary drink","cocktail glass",1,"green creme de menthe","3/4 oz","3/4",NA,NA,"oz",0.75,21,-0.0768081885247459,"uncommon ingredient","green creme de menthe"
"1127",282,"Grasshopper",2017-09-02 17:26:53,17200,"alcoholic","ordinary drink","cocktail glass",2,"creme de cacao","3/4 oz white","3/4",NA,NA,"oz white",0.75,21,-0.0768081885247459,"uncommon ingredient","creme de cacao"
"1128",282,"Grasshopper",2017-09-02 17:26:53,17200,"alcoholic","ordinary drink","cocktail glass",3,"light cream","3/4 oz","3/4",NA,NA,"oz",0.75,21,-0.0768081885247459,"light cream","light cream"
"1129",283,"Green Goblin",2016-02-03 14:58:40,13497,"alcoholic","beer","pint glass",1,"cider","1/2 pint hard","1/2",NA,NA,"pint hard",0.5,236.5,-0.0804579130672757,"uncommon ingredient","cider"
"1130",283,"Green Goblin",2016-02-03 14:58:40,13497,"alcoholic","beer","pint glass",2,"lager","1/2 pint","1/2",NA,NA,"pint",0.5,236.5,-0.0804579130672757,"uncommon ingredient","lager"
"1131",283,"Green Goblin",2016-02-03 14:58:40,13497,"alcoholic","beer","pint glass",3,"blue curacao","1 shot","1",NA,NA,"shot",1,30,-0.0731584639822161,"blue curacao","blue curacao"
"1132",284,"Grim Reaper",2017-09-08 16:06:32,14642,"alcoholic","ordinary drink","old-fashioned glass",1,"kahlua","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"kahlua","kahlua"
"1133",284,"Grim Reaper",2017-09-08 16:06:32,14642,"alcoholic","ordinary drink","old-fashioned glass",2,"151 proof rum","1 oz bacardi","1",NA,NA,"oz bacardi",1,28,-0.0731584639822161,"151 proof rum","151 proof rum"
"1134",284,"Grim Reaper",2017-09-08 16:06:32,14642,"alcoholic","ordinary drink","old-fashioned glass",3,"grenadine","1 dash","1",NA,NA,"dash",1,0.6,-0.0731584639822161,"grenadine","grenadine"
"1135",285,"Grizzly Bear",2017-02-20 14:55:50,12762,"alcoholic","ordinary drink","collins glass",1,"amaretto","1 part","1",NA,NA,"part",1,5,-0.0731584639822161,"amaretto","amaretto"
"1136",285,"Grizzly Bear",2017-02-20 14:55:50,12762,"alcoholic","ordinary drink","collins glass",2,"jägermeister","1 part","1",NA,NA,"part",1,5,-0.0731584639822161,"uncommon ingredient","jägermeister"
"1137",285,"Grizzly Bear",2017-02-20 14:55:50,12762,"alcoholic","ordinary drink","collins glass",3,"kahlua","1 part","1",NA,NA,"part",1,5,-0.0731584639822161,"kahlua","kahlua"
"1138",285,"Grizzly Bear",2017-02-20 14:55:50,12762,"alcoholic","ordinary drink","collins glass",4,"milk","2 1/2 parts","2 1/2",NA,NA,"parts",2.5,12.5,-0.0512601167270376,"milk","milk"
"1139",286,"H.D.",2016-08-31 19:26:18,16262,"alcoholic","coffee / tea","beer glass",1,"whisky","4 cl","4",NA,NA,"cl",4,40,-0.029361769471859,"uncommon ingredient","whisky"
"1140",286,"H.D.",2016-08-31 19:26:18,16262,"alcoholic","coffee / tea","beer glass",2,"bailey's irish cream","8 cl","8",NA,NA,"cl",8,80,0.0290338232086172,"bailey's irish cream","bailey's irish cream"
"1141",286,"H.D.",2016-08-31 19:26:18,16262,"alcoholic","coffee / tea","beer glass",3,"coffee","",NA,NA,NA,NA,NA,NA,NA,"coffee","coffee"
"1142",287,"Happy Skipper",2017-02-20 14:54:09,12766,"alcoholic","ordinary drink","highball glass",1,"spiced rum","1 1/2 cl","1 1/2",NA,NA,"cl",1.5,15,-0.0658590148971566,"uncommon ingredient","spiced rum"
"1143",287,"Happy Skipper",2017-02-20 14:54:09,12766,"alcoholic","ordinary drink","highball glass",2,"ginger ale","",NA,NA,NA,NA,NA,NA,NA,"ginger ale","ginger ale"
"1144",287,"Happy Skipper",2017-02-20 14:54:09,12766,"alcoholic","ordinary drink","highball glass",3,"lime","",NA,NA,NA,NA,NA,NA,NA,"lime","lime"
"1145",287,"Happy Skipper",2017-02-20 14:54:09,12766,"alcoholic","ordinary drink","highball glass",4,"ice","",NA,NA,NA,NA,NA,NA,NA,"ice","ice"
"1146",288,"Harvey Wallbanger",2017-09-02 17:28:45,11462,"alcoholic","ordinary drink","collins glass",1,"vodka","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"vodka","vodka"
"1147",288,"Harvey Wallbanger",2017-09-02 17:28:45,11462,"alcoholic","ordinary drink","collins glass",2,"galliano","1/2 oz","1/2",NA,NA,"oz",0.5,14,-0.0804579130672757,"uncommon ingredient","galliano"
"1148",288,"Harvey Wallbanger",2017-09-02 17:28:45,11462,"alcoholic","ordinary drink","collins glass",3,"orange juice","4 oz","4",NA,NA,"oz",4,112,-0.029361769471859,"orange juice","orange juice"
"1149",289,"Havana Cocktail",2017-09-08 16:01:40,11470,"alcoholic","ordinary drink","cocktail glass",1,"light rum","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"light rum","light rum"
"1150",289,"Havana Cocktail",2017-09-08 16:01:40,11470,"alcoholic","ordinary drink","cocktail glass",2,"pineapple juice","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"pineapple juice","pineapple juice"
"1151",289,"Havana Cocktail",2017-09-08 16:01:40,11470,"alcoholic","ordinary drink","cocktail glass",3,"lemon juice","1 tsp","1",NA,NA,"tsp",1,NA,-0.0731584639822161,"lemon juice","lemon juice"
"1152",290,"Hawaiian Cocktail",2017-09-08 16:03:07,11472,"alcoholic","ordinary drink","cocktail glass",1,"gin","2 oz","2",NA,NA,"oz",2,56,-0.0585595658120971,"gin","gin"
"1153",290,"Hawaiian Cocktail",2017-09-08 16:03:07,11472,"alcoholic","ordinary drink","cocktail glass",2,"triple sec","1/2 oz","1/2",NA,NA,"oz",0.5,14,-0.0804579130672757,"triple sec","triple sec"
"1154",290,"Hawaiian Cocktail",2017-09-08 16:03:07,11472,"alcoholic","ordinary drink","cocktail glass",3,"pineapple juice","1 tblsp","1",NA,NA,"tblsp",1,NA,-0.0731584639822161,"pineapple juice","pineapple juice"
"1155",291,"Hemingway Special",2017-09-02 17:31:28,17201,"alcoholic","ordinary drink","cocktail glass",1,"rum","12 parts","12",NA,NA,"parts",12,60,0.0874294158890934,"rum","rum"
"1156",291,"Hemingway Special",2017-09-02 17:31:28,17201,"alcoholic","ordinary drink","cocktail glass",2,"grapefruit juice","8 parts","8",NA,NA,"parts",8,40,0.0290338232086172,"uncommon ingredient","grapefruit juice"
"1157",291,"Hemingway Special",2017-09-02 17:31:28,17201,"alcoholic","ordinary drink","cocktail glass",3,"maraschino liqueur","3 parts","3",NA,NA,"parts",3,15,-0.0439606676419781,"uncommon ingredient","maraschino liqueur"
"1158",291,"Hemingway Special",2017-09-02 17:31:28,17201,"alcoholic","ordinary drink","cocktail glass",4,"lime juice","3 parts","3",NA,NA,"parts",3,15,-0.0439606676419781,"lime juice","lime juice"
"1159",292,"Herbal flame",2015-09-03 03:09:44,15813,"alcoholic","coffee / tea","mason jar",1,"hot damn","5 shots","5",NA,NA,"shots",5,150,-0.01476287130174,"uncommon ingredient","hot damn"
"1160",292,"Herbal flame",2015-09-03 03:09:44,15813,"alcoholic","coffee / tea","mason jar",2,"tea","very sweet",NA,NA,NA,"very sweet",NA,NA,NA,"uncommon ingredient","tea"
"1161",293,"Highland Fling Cocktail",2017-04-23 20:25:53,11476,"alcoholic","ordinary drink","cocktail glass",1,"scotch","1 1/2 oz","1 1/2",NA,NA,"oz",1.5,42,-0.0658590148971566,"scotch","scotch"
"1162",293,"Highland Fling Cocktail",2017-04-23 20:25:53,11476,"alcoholic","ordinary drink","cocktail glass",2,"sweet vermouth","3/4 oz","3/4",NA,NA,"oz",0.75,21,-0.0768081885247459,"sweet vermouth","sweet vermouth"
"1163",293,"Highland Fling Cocktail",2017-04-23 20:25:53,11476,"alcoholic","ordinary drink","cocktail glass",3,"orange bitters","2 dashes","2",NA,NA,"dashes",2,1.2,-0.0585595658120971,"orange bitters","orange bitters"
"1164",293,"Highland Fling Cocktail",2017-04-23 20:25:53,11476,"alcoholic","ordinary drink","cocktail glass",4,"olive","1","1",NA,NA,NA,1,1,-0.0731584639822161,"uncommon ingredient","olive"
"1165",294,"Holloween Punch",2017-09-08 17:42:05,12954,"non alcoholic","punch / party drink","punch bowl",1,"grape juice","",NA,NA,NA,NA,NA,NA,NA,"uncommon ingredient","grape juice"
"1166",294,"Holloween Punch",2017-09-08 17:42:05,12954,"non alcoholic","punch / party drink","punch bowl",2,"carbonated soft drink",", orange",NA,NA,NA,"orange",NA,NA,NA,"uncommon ingredient","carbonated soft drink"
"1167",295,"Homemade Kahlua",2015-09-03 05:20:25,17044,"alcoholic","homemade liqueur","collins glass",1,"sugar","2 1/2 cups","2 1/2",NA,NA,"cups",2.5,625,-0.0512601167270376,"sugar","sugar"
"1168",295,"Homemade Kahlua",2015-09-03 05:20:25,17044,"alcoholic","homemade liqueur","collins glass",2,"corn syrup","1 cup","1",NA,NA,"cup",1,250,-0.0731584639822161,"uncommon ingredient","corn syrup"
"1169",295,"Homemade Kahlua",2015-09-03 05:20:25,17044,"alcoholic","homemade liqueur","collins glass",3,"coffee","1 1/2 oz instant","1 1/2",NA,NA,"oz instant",1.5,42,-0.0658590148971566,"coffee","coffee"
"1170",295,"Homemade Kahlua",2015-09-03 05:20:25,17044,"alcoholic","homemade liqueur","collins glass",4,"vanilla extract","2 oz","2",NA,NA,"oz",2,56,-0.0585595658120971,"uncommon ingredient","vanilla extract"
"1171",295,"Homemade Kahlua",2015-09-03 05:20:25,17044,"alcoholic","homemade liqueur","collins glass",5,"water","3 cups boiling","3",NA,NA,"cups boiling",3,750,-0.0439606676419781,"water","water"
"1172",295,"Homemade Kahlua",2015-09-03 05:20:25,17044,"alcoholic","homemade liqueur","collins glass",6,"vodka","1 fifth","1",NA,NA,"fifth",1,NA,-0.0731584639822161,"vodka","vodka"
"1173",296,"Horse's Neck",2017-09-02 17:34:52,17202,"alcoholic","ordinary drink","highball glass",1,"lemon peel","1 long strip","1",NA,NA,"long strip",1,NA,-0.0731584639822161,"lemon peel","lemon peel"
